time,seconds_elapsed,accel_z,accel_y,accel_x,gyro_z,gyro_y,gyro_x,label
1.72E+18,0.2995246582,0.2144246101,-0.1003445387,-0.1167573929,-0.1256818175,-0.1168245375,-0.09391776472,eating
1.72E+18,0.3095146484,0.212875843,-0.05868077278,-0.1065683365,-0.1097997949,-0.09361234307,-0.100026235,eating
1.72E+18,0.3195048828,0.1945018768,-0.04130548239,-0.1029424667,-0.1006370857,-0.07956285775,-0.09513945878,eating
1.72E+18,0.3294951172,0.1465058327,-0.06870770454,-0.1154613495,-0.09941539168,-0.07467607409,-0.09147437662,eating
1.72E+18,0.3394851074,0.1053438187,-0.09342423081,-0.1536984444,-0.1055238619,-0.08261708915,-0.09147437662,eating
1.72E+18,0.3494753418,0.06492042542,-0.07126945257,-0.2134032249,-0.1097997949,-0.1076618284,-0.09269607067,eating
1.72E+18,0.3594655762,0.03782320023,-0.07102864981,-0.2067370415,-0.1104106456,-0.1479777545,-0.08903098851,eating
1.72E+18,0.3694555664,-0.02793216705,-0.08587431908,-0.09559726715,-0.1177408099,-0.1821851879,-0.0804791227,eating
1.72E+18,0.3794458008,-0.08641862869,-0.01554483175,-0.04177379608,-0.1293469071,-0.1931804419,-0.07314895838,eating
1.72E+18,0.389435791,-0.1558089256,0.02740710974,-0.08419418335,-0.1317902952,-0.1821851879,-0.07864658535,eating
1.72E+18,0.3994260254,-0.2345523834,0.0430868268,-0.1380357742,-0.1238492802,-0.1583621502,-0.09880454093,eating
1.72E+18,0.4094162598,-0.2229809761,0.1098182201,-0.1674385071,-0.1152974218,-0.1241547018,-0.1281252056,eating
1.72E+18,0.41940625,-0.2487893105,0.100700438,-0.1969766617,-0.1085781008,-0.09910997003,-0.1647760421,eating
1.72E+18,0.4293964844,-0.2185688019,0.0707654953,-0.220949173,-0.1043021679,-0.09422318637,-0.1959292591,eating
1.72E+18,0.4393867188,-0.1391534805,0.05916643143,-0.2010440826,-0.1036913246,-0.1094943732,-0.2148655206,eating
1.72E+18,0.4493764648,-0.04320049286,0.01681762934,-0.1251020432,-0.1116323397,-0.1394258887,-0.213643834,eating
1.72E+18,0.4593669434,0.02269935608,-0.0333314538,-0.09291028976,-0.1214058921,-0.1748550236,-0.1971509457,eating
1.72E+18,0.4693571777,0.01486587524,-0.0463771224,-0.1409740448,-0.1250709742,-0.2108950168,-0.1788255423,eating
1.72E+18,0.4793469238,-0.001529216766,-0.06713691354,-0.1531558037,-0.1226275861,-0.2518217862,-0.1617218107,eating
1.72E+18,0.4893371582,-0.01579093933,-0.08343011141,-0.1150922775,-0.1238492802,-0.2762556672,-0.1537808031,eating
1.72E+18,0.4993273926,-0.05224990845,-0.1336836219,-0.07619285583,-0.1415638477,-0.289083451,-0.151337415,eating
1.72E+18,0.5093173828,-0.04292058945,-0.1357239783,-0.08288908005,-0.1714953631,-0.295802772,-0.1537808031,eating
1.72E+18,0.5193076172,-0.0656542778,-0.1156361699,-0.0901632309,-0.1904316396,-0.3092414141,-0.1550024897,eating
1.72E+18,0.5292976074,-0.0725402832,-0.1034998298,-0.1241874695,-0.1885990947,-0.3269560039,-0.1464506239,eating
1.72E+18,0.5392880859,-0.1654968262,-0.08845818043,-0.1252841949,-0.1684411317,-0.3355078697,-0.137898773,eating
1.72E+18,0.549277832,-0.2470221519,-0.07440310717,-0.09380626678,-0.1470614821,-0.3397837877,-0.1415638477,eating
1.72E+18,0.5592680664,-0.3052582741,-0.03035989404,-0.0917673111,-0.1311794519,-0.3501681983,-0.1580567211,eating
1.72E+18,0.5692583008,-0.4279508591,-0.03084000945,-0.09710693359,-0.13362284,-0.3562766612,-0.1776038408,eating
1.72E+18,0.579248291,-0.4925084114,-0.0895961225,-0.01949310303,-0.169051975,-0.3513898849,-0.1904316396,eating
1.72E+18,0.5892385254,-0.7546033859,-0.4751682281,-0.0740146637,-0.3016058207,-0.271368891,-0.1794363856,eating
1.72E+18,0.5992287598,-0.6396780014,-0.1226847172,-0.05545759201,-0.4329380095,-0.2194468826,-0.1788255423,eating
1.72E+18,0.60921875,-0.2770905495,0.2367417812,-0.0503988266,-0.4506525695,-0.3251234591,-0.2215848416,eating
1.72E+18,0.6192089844,-0.3008012772,0.2242545485,-0.2177467346,-0.4023956358,-0.4100312293,-0.2655658424,eating
1.72E+18,0.6291992188,-0.2457499504,0.1986428499,-0.2700872421,-0.3468085229,-0.4210264683,-0.2930539846,eating
1.72E+18,0.639189209,-0.03665924072,0.2383735776,-0.1353349686,-0.3095468581,-0.4161396921,-0.3126010895,eating
1.72E+18,0.6491794434,0.03609275818,0.2051016688,-0.1080131531,-0.280226171,-0.40270105,-0.3297048211,eating
1.72E+18,0.6591694336,0.05429792404,0.1000378728,-0.1294388771,-0.2496838123,-0.3819322586,-0.3449759781,eating
1.72E+18,0.669159668,0.07796764374,0.06645202637,-0.1943793297,-0.2057028115,-0.3642176688,-0.3571929336,eating
1.72E+18,0.6791499023,0.06051778793,0.04031896591,-0.3263764381,-0.1262926757,-0.3550549746,-0.3773508966,eating
1.72E+18,0.6891398926,-0.03491783142,-0.06627631187,-0.4826440811,-0.03222219273,-0.3159607351,-0.4072824121,eating
1.72E+18,0.699130127,-0.2274942398,-0.2306602299,-0.5794286728,0.03252761811,-0.222501114,-0.4359922409,eating
1.72E+18,0.7091203613,-0.2986712456,-0.2753367126,-0.5618085861,0.06184828654,-0.1015533581,-0.4683671296,eating
1.72E+18,0.7191103516,-0.2927899361,-0.2713761032,-0.5982866287,0.07711946964,-0.01298050396,-0.5044071078,eating
1.72E+18,0.7291005859,-0.2711787224,-0.2265354842,-0.6435823441,0.09422318637,0.02855710872,-0.5398362875,eating
1.72E+18,0.7390905762,-0.3102092743,-0.1923116446,-0.6558890343,0.1284306347,0.01756185852,-0.5703786016,eating
1.72E+18,0.7490808105,-0.3079590797,-0.1227915734,-0.6184911728,0.1699682474,-0.02092151903,-0.6094728708,eating
1.72E+18,0.7590710449,-0.2382583618,-0.06853534281,-0.4410390854,0.1950129867,-0.07223268598,-0.6608603597,eating
1.72E+18,0.7690610352,-0.1304078102,-0.08537726104,-0.2623057365,0.1937913001,-0.1235438585,-0.7121715546,eating
1.72E+18,0.7790512695,-0.0370850563,-0.1219540387,-0.1879372597,0.1821851879,-0.1699682474,-0.748822391,eating
1.72E+18,0.7890415039,0.05277633667,-0.1880231798,-0.14712286,0.1754658818,-0.202343151,-0.7677586675,eating
1.72E+18,0.7990314941,0.1579141617,-0.2490418106,0.05101919174,0.1663031727,-0.1998997629,-0.7677586675,eating
1.72E+18,0.8090217285,0.2258973122,-0.2514558434,0.1258149147,0.1565296054,-0.160194695,-0.7592067719,eating
1.72E+18,0.8190117188,0.2527575493,-0.2735799551,0.1775169373,0.1491994411,-0.09055810422,-0.753098309,eating
1.72E+18,0.8290019531,0.3372592926,-0.2641192377,0.3412604332,0.1339282542,-0.01053711493,-0.7421030402,eating
1.72E+18,0.8389921875,0.1219820976,-0.5930473804,0.4045724869,0.02886253223,0.1776801944,-0.7249993682,eating
1.72E+18,0.8489821777,0.5261650085,-0.0463321209,0.5932512283,-0.06642963737,0.2919086218,-0.7476006746,eating
1.72E+18,0.8589724121,0.8567686081,0.1591235101,0.7038269043,-0.0560452342,0.2149418741,-0.8092962503,eating
1.72E+18,0.8689626465,0.8472418785,0.138258636,0.5554943085,0.01481304597,0.1617981642,-0.8508338928,eating
1.72E+18,0.8789526367,0.9121413231,0.1219432354,0.446975708,0.09116895497,0.1508029103,-0.8636616468,eating
1.72E+18,0.8889428711,0.8336629868,-0.1294600368,0.3434009552,0.1088835225,0.2021140903,-0.8386169076,eating
1.72E+18,0.8989331055,0.9683279991,-0.1497167051,0.3755440712,0.09605573118,0.2381540686,-0.7866948843,eating
1.72E+18,0.9089230957,1.073313236,-0.1687288284,0.4055271149,0.0807845518,0.2118876427,-0.712782383,eating
1.72E+18,0.9189133301,1.044759274,-0.1595015526,0.4141120911,0.05146388337,0.1764585078,-0.62046808,eating
1.72E+18,0.9289033203,0.9866695404,-0.07890802622,0.3156237602,0.02702999115,0.130034104,-0.5367820263,eating
1.72E+18,0.9388935547,0.8631305695,-0.05561619997,0.2184104919,0.01908897609,0.09338327497,-0.4726430774,eating
1.72E+18,0.9488837891,0.8081812859,-0.03256475925,0.1641273499,0.02641914412,0.07933378965,-0.4231644273,eating
1.72E+18,0.9588737793,0.7675666809,0.003177881241,0.1539607048,0.04718795046,0.05176930502,-0.3755183518,eating
1.72E+18,0.9688640137,0.756942749,0.02460408211,0.3044819832,0.06001574174,0.00167983002,-0.3242071867,eating
1.72E+18,0.978854248,0.7170233727,0.008133590221,0.5164361,0.04779879749,-0.05329642445,-0.2637332976,eating
1.72E+18,0.9888442383,0.5474710464,-0.04747903347,0.6335611343,0.01908897609,-0.09422318637,-0.1965401024,eating
1.72E+18,0.9988344727,0.3450012207,0.01867371798,0.6133885384,0.00381779531,-0.1107160673,-0.1421747059,eating
1.72E+18,1.008824463,0.1301751137,0.09232348204,0.5319318771,0.006872031838,-0.1101052165,-0.1165191159,eating
1.72E+18,1.018814697,-0.000497341156,0.1137033701,0.4782805443,0.01359135192,-0.09666658193,-0.1183516532,eating
1.72E+18,1.028804932,-0.1093640327,0.1551072598,0.4777050018,0.01053711493,-0.05085303262,-0.1433963925,eating
1.72E+18,1.038794922,-0.169816494,0.1074533463,0.3820991516,0.0007635590737,-0.01420219894,-0.1794363856,eating
1.72E+18,1.048785156,-0.169295311,0.1323486567,0.2956829071,-0.005955760833,0.005344913341,-0.2038702667,eating
1.72E+18,1.058775391,-0.1071920395,0.1193563342,0.1983523369,-0.00900999736,0.007177455351,-0.2124221325,eating
1.72E+18,1.068765381,-0.04212379456,0.02054339647,0.1365332603,-0.0114533864,-0.009315420873,-0.2057028115,eating
1.72E+18,1.078755615,0.007887363434,0.0472278595,0.07110309601,-0.01328592747,-0.03985778242,-0.189209938,eating
1.72E+18,1.08874585,0.07907581329,0.01558971405,0.0680847168,-0.01206423342,-0.07773031294,-0.1684411317,eating
1.72E+18,1.09873584,0.1082930565,-0.0316157937,0.07332706451,-0.01572931744,-0.09849911928,-0.1458397806,eating
1.72E+18,1.108726074,0.1301264763,0.01093351841,0.06422948837,-0.0114533864,-0.1003316641,-0.126903519,eating
1.72E+18,1.118716064,0.1584424973,0.02287453413,0.05329227448,0.00565033732,-0.09544488788,-0.1159082651,eating
1.72E+18,1.128706299,0.2354207039,0.04732072353,0.08125257492,0.02153236605,-0.0838387832,-0.1085781008,eating
1.72E+18,1.138696533,0.2656731606,0.02241051197,0.105091095,0.03313846514,-0.07101099193,-0.1055238619,eating
1.72E+18,1.148686523,0.2864494324,0.01199162006,0.1214213371,0.03985778242,-0.07528692484,-0.09758284688,eating
1.72E+18,1.158676758,0.2957572937,-0.0227317214,0.1632208824,0.04352286831,-0.08444963396,-0.0817008242,eating
1.72E+18,1.168666992,0.288731575,-0.07323908806,0.265900135,0.03436015919,-0.09116895497,-0.06215370819,eating
1.72E+18,1.178656982,0.281039238,-0.1045638919,0.3205308914,0.01359135192,-0.0832279399,-0.04443913698,eating
1.72E+18,1.188647217,0.2504196167,-0.07330369949,0.2523770332,-0.00167983002,-0.06245913357,-0.03405473381,eating
1.72E+18,1.198637207,0.2252187729,-0.06427931786,0.1720581055,-0.005344913341,-0.03680354729,-0.02855710872,eating
1.72E+18,1.208627441,0.1989479065,-0.08151906729,0.1990566254,-0.009620844387,-0.01114796288,-0.02122694254,eating
1.72E+18,1.218617676,0.2233395576,-0.06909418106,0.1584100723,-0.01695101149,0.008399149403,-0.009620844387,eating
1.72E+18,1.228607666,0.2158999443,-0.04142653942,0.1236658096,-0.02305948362,0.01817270555,0.0001527118147,eating
1.72E+18,1.2385979,0.2011737823,-0.03406786919,0.06140041351,-0.03038965166,0.02183778957,0.00809372589,eating
1.72E+18,1.248588135,0.184530735,0.007805764675,0.02113008499,-0.03222219273,0.01817270555,0.01725643501,eating
1.72E+18,1.258578125,0.1690139771,0.03454953432,-0.02623319626,-0.02672456764,0.005344913341,0.02947338112,eating
1.72E+18,1.268568359,0.1381440163,0.04421412945,-0.02171230316,-0.02061609551,-0.007482878864,0.03985778242,eating
1.72E+18,1.27855835,0.1249690056,0.05773985386,0.02683258057,-0.02305948362,-0.01786728203,0.04840964451,eating
1.72E+18,1.288548584,0.1304821968,0.0274258852,0.09119033813,-0.03527642787,-0.01359135192,0.05390727147,eating
1.72E+18,1.298538818,0.123726368,0.02960067987,0.07228755951,-0.04443913698,-0.008704573847,0.05879404768,eating
1.72E+18,1.308528809,0.1122450829,0.03643268347,0.04203510284,-0.04077405483,-0.007482878864,0.06368082762,eating
1.72E+18,1.318519043,0.0606675148,0.02448517084,0.06431531906,-0.03466558084,-0.004428642802,0.06856760383,eating
1.72E+18,1.328509277,0.04941082001,0.0219527483,0.1290230751,-0.03588727489,0.002901524538,0.07040014863,eating
1.72E+18,1.338499268,0.05667161942,0.03050875664,0.1482434273,-0.04504998401,0.009620844387,0.07101099193,eating
1.72E+18,1.348489502,0.04201412201,0.01219254732,0.120452404,-0.05421269313,0.01756185852,0.07345438004,eating
1.72E+18,1.358479736,-0.01079797745,0.003422141075,0.07956600189,-0.0560452342,0.02733541466,0.07406523079,eating
1.72E+18,1.368469727,-0.01894521713,-0.04981607199,0.04248285294,-0.05543438718,0.0401632078,0.07284353673,eating
1.72E+18,1.378459961,-0.0112195015,-0.04554337263,-0.002791404724,-0.05665608495,0.05054761097,0.06917845458,eating
1.72E+18,1.388449951,-0.03684473038,-0.05040377378,-0.04940795898,-0.05238015205,0.05421269313,0.06856760383,eating
1.72E+18,1.398440186,-0.04786872864,-0.05771625042,-0.02231407166,-0.04993676394,0.05299099907,0.07467607409,eating
1.72E+18,1.40843042,-0.02797365189,-0.06584441662,0.04651212692,-0.05665608495,0.05054761097,0.08200624585,eating
1.72E+18,1.418420166,-0.03597831726,-0.04218280315,0.0476102829,-0.06826218218,0.04077405483,0.08933641016,eating
1.72E+18,1.4284104,-0.06428956985,-0.01020145416,0.04097700119,-0.07375980914,0.03038965166,0.09422318637,eating
1.72E+18,1.438400879,-0.07749080658,-0.004604995251,-0.008305549622,-0.07314895838,0.02367033064,0.09422318637,eating
1.72E+18,1.448390869,-0.1095552444,0.01830452681,-0.04468917847,-0.06704048812,0.02794626169,0.08628217876,eating
1.72E+18,1.458380859,-0.1014142036,0.008999347687,-0.04945516586,-0.06215370819,0.03405473381,0.07345438004,eating
1.72E+18,1.46837085,-0.06753396988,0.02421802282,-0.06580257416,-0.05787777901,0.03527642787,0.06490252167,eating
1.72E+18,1.478361328,-0.06932878494,0.01389801502,-0.08903026581,-0.05115845799,0.03283303976,0.06306997687,eating
1.72E+18,1.488351563,-0.06382894516,-0.03796869516,-0.1284365654,-0.04382828996,0.03038965166,0.06123743951,eating
1.72E+18,1.498341309,-0.09389019012,-0.04147708416,-0.08461999893,-0.04077405483,0.03283303976,0.05818320066,eating
1.72E+18,1.508331543,-0.07680416107,-0.0661881566,-0.05060243607,-0.04321744293,0.03894151375,0.05635065958,eating
1.72E+18,1.518322021,-0.07725763321,-0.05779278278,-0.02126216888,-0.04627167806,0.04932591692,0.05696150661,eating
1.72E+18,1.528311768,-0.04596948624,-0.07367187738,0.04853773117,-0.05421269313,0.06581879407,0.05696150661,eating
1.72E+18,1.538302002,-0.02257871628,-0.02137994766,0.05383777618,-0.05909947306,0.07017108053,0.05696150661,eating
1.72E+18,1.548291992,-0.02243423462,-0.007801055908,0.03495836258,-0.06093201414,0.06093201414,0.05757235363,eating
1.72E+18,1.558282471,-0.03958177567,0.02634704113,0.06692743301,-0.06520794332,0.0401632078,0.05879404768,eating
1.72E+18,1.568272461,-0.06178760529,0.02156633139,0.05221033096,-0.07253811508,0.01695101149,0.06123743951,eating
1.72E+18,1.578262451,-0.06339836121,0.04945886135,0.02483415604,-0.0798682794,-0.001374406274,0.05818320066,eating
1.72E+18,1.588252686,-0.08797740936,0.02753847837,-0.01427173615,-0.08353336155,-0.00809372589,0.0520747304,eating
1.72E+18,1.59824292,-0.09580850601,0.0253264308,-0.04314041138,-0.08108997345,-0.00565033732,0.04657710344,eating
1.72E+18,1.60823291,-0.08601808548,0.007173001766,-0.02331924438,-0.07681404054,0.01267508045,0.04352286831,eating
1.72E+18,1.618223145,-0.08045196533,0.01784610748,0.01404666901,-0.07559234649,0.03588727489,0.04046862945,eating
1.72E+18,1.628213135,-0.09474515915,0.005072653294,-0.04260015488,-0.07437065244,0.04871506989,0.03741439432,eating
1.72E+18,1.638203369,-0.07304000854,0.04015237093,-0.08683395386,-0.07131642103,0.04321744293,0.03191677108,eating
1.72E+18,1.648193604,-0.02872371674,0.02722847462,0.01182985306,-0.07681404054,0.0193943996,0.03069507517,eating
1.72E+18,1.658183594,0.0221619606,0.008046925068,0.02894926071,-0.09513945878,-0.01603474095,0.03741439432,eating
1.72E+18,1.668173828,0.0652885437,-0.02161663771,-0.003399372101,-0.1073564067,-0.05024218559,0.04535540938,eating
1.72E+18,1.678164063,0.1041083336,-0.06254082918,-0.0007705688477,-0.1036913246,-0.06551336497,0.04963133857,eating
1.72E+18,1.688154053,0.1606612206,-0.0769340992,0.03750371933,-0.09697200358,-0.06001574174,0.05879404768,eating
1.72E+18,1.698144287,0.1570253372,-0.0888800621,0.1008758545,-0.08964183182,-0.02397575416,0.07040014863,eating
1.72E+18,1.708134521,0.1263885498,-0.09062111378,0.06246995926,-0.07925742865,0.02305948362,0.07345438004,eating
1.72E+18,1.718124512,0.08451128006,-0.07253730297,0.01958703995,-0.07070557028,0.05482354015,0.06795676053,eating
1.72E+18,1.728114746,0.05906391144,-0.0544475317,0.03926229477,-0.06948387623,0.06520794332,0.06429167092,eating
1.72E+18,1.738104736,0.1176028252,-0.006849169731,0.02938604355,-0.07620319724,0.04932591692,0.06917845458,eating
1.72E+18,1.748094971,0.1282229424,-0.04362863302,-0.03888988495,-0.0823116675,0.01511846948,0.0813953951,eating
1.72E+18,1.758085205,0.1320400238,-0.05505013466,-0.04005241394,-0.08353336155,-0.02336490713,0.09910997003,eating
1.72E+18,1.768075195,0.2064466476,-0.05320692062,0.001575946808,-0.08292251825,-0.05635065958,0.1174353883,eating
1.72E+18,1.77806543,0.2268981934,-0.05750989914,0.08132171631,-0.08658760041,-0.07650861889,0.1363716573,eating
1.72E+18,1.788055664,0.2539348602,0.002850055695,0.1574454308,-0.09208522737,-0.07528692484,0.1516428292,eating
1.72E+18,1.798045654,0.2319974899,0.04978838563,0.1675348282,-0.09086353332,-0.05635065958,0.1638597846,eating
1.72E+18,1.808035889,0.2037296295,0.1026902497,0.1814198494,-0.08475505561,-0.03008422814,0.1766875684,eating
1.72E+18,1.818025879,0.101231575,0.09831118584,0.1941413879,-0.0798682794,-0.006872031838,0.1809635013,eating
1.72E+18,1.828016113,-0.01383590698,0.106472373,0.1597661972,-0.07925742865,-0.00381779531,0.1699682474,eating
1.72E+18,1.838006348,-0.06427001953,0.1231002957,0.155479908,-0.08108997345,-0.02214321308,0.1418692768,eating
1.72E+18,1.847996338,0.03915548325,0.09383389354,0.234246254,-0.09025268257,-0.05146388337,0.105829291,eating
1.72E+18,1.857986572,0.1750130653,-0.04118794203,0.3931603432,-0.112243183,-0.06612421572,0.0832279399,eating
1.72E+18,1.867976807,0.3430171013,-0.08615377545,0.5359764099,-0.13362284,-0.05390727147,0.0838387832,eating
1.72E+18,1.877966797,0.5126390457,-0.05165407062,0.5772566795,-0.1403421611,-0.01908897609,0.09727742523,eating
1.72E+18,1.887957031,0.6683974266,-0.03452089429,0.5880665779,-0.1354553849,0.03344388679,0.1082726792,eating
1.72E+18,1.897947021,0.8440036774,-0.03195217252,0.5991225243,-0.1342336833,0.07933378965,0.1119377613,eating
1.72E+18,1.907937256,1.000718117,-0.05358201265,0.7432456017,-0.155613333,0.1031568274,0.1339282542,eating
1.72E+18,1.91792749,1.086148262,-0.0382514298,0.8098478317,-0.1831014603,0.106821917,0.1944021434,eating
1.72E+18,1.92791748,1.053760529,-0.03823561966,0.7212171555,-0.1965401024,0.08788564801,0.2695363462,eating
1.72E+18,1.937907715,0.9323344231,-0.0663408041,0.6817440987,-0.2063136548,0.05787777901,0.3312319219,eating
1.72E+18,1.947897949,0.7909808159,0.04184623063,0.6841459274,-0.2166980654,0.03771981969,0.3672719002,eating
1.72E+18,1.957887939,0.7396845818,0.1157962382,0.6414804459,-0.231358394,0.03161134571,0.3776563108,eating
1.72E+18,1.967878174,0.6995587349,0.0814640373,0.5542955399,-0.2405211031,0.02183778957,0.3831539452,eating
1.72E+18,1.977868408,0.7451243401,0.1524727046,0.5090532303,-0.2386885732,-0.01053711493,0.4033119082,eating
1.72E+18,1.987858398,0.8168363571,0.1609622389,0.5492196083,-0.2441861928,-0.0520747304,0.4356867969,eating
1.72E+18,1.997848633,0.9178752899,0.1096430868,0.7214283943,-0.2741177082,-0.07834116369,0.4869979918,eating
1.72E+18,2.007838623,0.8605246544,0.1683710515,0.7138586044,-0.3022166789,-0.08689302206,0.5505260825,eating
1.72E+18,2.017828857,0.8181700706,0.2288455069,0.579934597,-0.3083251417,-0.07956285775,0.6116108298,eating
1.72E+18,2.027819092,0.6400837898,0.234436512,0.4016780853,-0.3003841341,-0.07406523079,0.6537593007,eating
1.72E+18,2.037809082,0.5381531715,0.3771653771,0.3001890182,-0.2790044844,-0.1009425074,0.6684195995,eating
1.72E+18,2.047799316,0.6716060638,0.5025177598,0.2715244293,-0.2631224692,-0.1846285909,0.6458182931,eating
1.72E+18,2.057789551,0.9914894104,0.5635796785,0.4515480995,-0.2680092454,-0.3202366829,0.5926745534,eating
1.72E+18,2.067779541,1.570712566,0.5805068612,0.687526226,-0.2973299026,-0.4857762754,0.5346440673,eating
1.72E+18,2.077769775,2.17843914,0.4868965745,1.090102196,-0.3553603888,-0.6360446811,0.5150969625,eating
1.72E+18,2.087759766,2.85876894,0.3514494896,1.550260544,-0.4573718905,-0.7343910933,0.569462359,eating
1.72E+18,2.09775,3.347128391,0.1385923028,1.765663147,-0.5770979524,-0.7930324674,0.7178982496,eating
1.72E+18,2.107740234,3.500296116,-0.08140224218,1.643425941,-0.6632274389,-0.7936432958,0.9378032684,eating
1.72E+18,2.117730225,3.400458336,-0.2727857828,1.315778732,-0.7023980021,-0.7191199064,1.184585571,eating
1.72E+18,2.127720459,2.972044468,-0.4479377866,0.9209890366,-0.6962895393,-0.5725166202,1.422205091,eating
1.72E+18,2.137710693,2.342365265,-0.4028158188,0.5704507828,-0.6485670805,-0.3898732662,1.612789512,eating
1.72E+18,2.147700684,1.700520039,-0.1495734453,0.3370170593,-0.5868715048,-0.2127275616,1.730072141,eating
1.72E+18,2.157690918,1.193937778,0.01029443741,0.05094623566,-0.5312843919,-0.07284353673,1.762447,eating
1.72E+18,2.167680908,0.9309234619,0.1304242611,-0.1357584,-0.4921901822,-0.0282516852,1.717244387,eating
1.72E+18,2.177671143,0.919470787,0.2540802956,-0.1350669861,-0.478140682,-0.1070509851,1.634169102,eating
1.72E+18,2.187661377,1.225206852,0.276081562,0.08316516876,-0.5172349215,-0.2451024652,1.565754294,eating
1.72E+18,2.197651367,1.574952126,-0.07158470154,0.3638734818,-0.6113054156,-0.3935383558,1.573695302,eating
1.72E+18,2.207641602,1.725839615,-0.4304332733,0.3702974319,-0.7017871737,-0.5157077909,1.686702013,eating
1.72E+18,2.217631836,1.588719845,-0.7717397213,0.1846570969,-0.7543200254,-0.5902311802,1.860182643,eating
1.72E+18,2.227621826,1.089557648,-1.000958562,-0.2342863083,-0.7763105035,-0.6439857483,2.014116049,eating
1.72E+18,2.237612061,0.25532341,-1.169784307,-0.3099966049,-0.8190698028,-0.7380561829,2.078942299,eating
1.72E+18,2.247602295,-0.6573777199,-0.8481879234,-0.4330329895,-0.9174162149,-0.837013483,2.039848089,eating
1.72E+18,2.257592285,-1.664200783,-0.5861957073,-0.7377195358,-1.040196538,-0.8919897079,1.910272121,eating
1.72E+18,2.26758252,-2.421886444,-0.5098521709,-1.079782486,-1.127547741,-0.8785510659,1.739234805,eating
1.72E+18,2.27757251,-2.865681887,-0.6490442753,-1.511408329,-1.129380226,-0.7557707429,1.551093936,eating
1.72E+18,2.287562744,-3.023225069,-0.9513931274,-1.749544144,-1.054856896,-0.5322006941,1.353179336,eating
1.72E+18,2.297552979,-2.887941837,-1.235985756,-1.963078499,-0.949180305,-0.2353289127,1.165038466,eating
1.72E+18,2.307542969,-2.669148922,-1.770305872,-2.122311115,-0.8459470868,0.05482354015,1.021489382,eating
